appid,date,date_month,dauReal,reviews,max_60_newinstalls,max_45_newinstalls,max_90_newinstalls,avg_15_newinstalls,max_90_predictionLoss,category_flag,daily_ratings,max_90_diff_install_uninstall,max_90_daily_ratings,predictionLoss,max_30_newinstalls,avg_30_newinstalls,sum_90_newinstalls,avg_45_predictionLoss,avg_90_predictionLoss,avg_30_predictionLoss,avg_60_diff_install_uninstall,sum_90_diff_install_uninstall
com.app.14509,2024-09-04,202409,1471502.0,615390.0,42146,42146,42146,14965.1875,46760,1,559.0,-1084,1254.0,42816.0,27721.0,14282.774193548386,1597229,37565.0652173913,39033.24175824176,36951.74193548387,-21396.67213114754,-1870886
com.app.14509,2024-09-05,202409,1465749.0,615536.0,42146,42146,42146,15267.375,46760,1,534.0,-1084,1254.0,45545.0,27721.0,14221.0,1587857,37710.260869565216,39030.96703296703,37094.06451612903,-21401.786885245903,-1880051
com.app.14509,2024-09-06,202409,1581803.0,615773.0,42146,36349,42146,14984.3125,46760,1,812.0,-1084,1254.0,35405.0,27721.0,14471.258064516129,1581672,37463.41304347826,38922.28571428572,36804.90322580645,-21611.34426229508,-1876346
com.app.14509,2024-09-07,202409,1274984.0,615861.0,42146,36349,42146,14129.4375,46760,1,448.0,-1084,1254.0,32527.0,27721.0,14109.709677419354,1573529,37166.17391304348,38837.21978021978,36510.74193548387,-21704.65573770492,-1876748
com.app.14509,2024-09-08,202409,1116541.0,615947.0,42146,36349,42146,14024.1875,46760,1,250.0,-1084,1254.0,36850.0,27721.0,14248.387096774191,1573259,37094.15217391304,38862.593406593405,36284.32258064516,-21807.786885245903,-1879327
com.app.14509,2024-09-09,202409,1507641.0,616060.0,42146,36349,42146,13873.125,46760,1,599.0,-1084,1254.0,43157.0,27721.0,14266.67741935484,1560541,37051.91304347826,38880.307692307695,36521.93548387097,-21736.213114754097,-1893657
com.app.14509,2024-09-10,202409,1523440.0,616175.0,42146,36349,42146,14378.0,46760,1,510.0,-1084,1254.0,43364.0,27721.0,14435.516129032258,1558496,37219.934782608696,38895.42857142857,36852.54838709677,-21686.475409836065,-1897078
com.app.14509,2024-09-11,202409,1430570.0,616277.0,42146,36349,42146,13980.4375,46760,1,378.0,-1084,1254.0,41735.0,27721.0,14574.451612903224,1552071,37401.52173913043,38867.230769230766,37133.06451612903,-21631.16393442623,-1900937
com.app.14509,2024-09-12,202409,1428573.0,616358.0,42146,36349,42146,13082.6875,46760,1,370.0,-1084,1254.0,39749.0,27721.0,14157.258064516129,1539087,37500.47826086957,38813.81318681319,37023.48387096774,-21792.88524590164,-1909060
com.app.14509,2024-09-13,202409,1437967.0,616464.0,42146,27721,42146,14027.9375,46760,1,355.0,-1084,1254.0,34941.0,27721.0,14591.83870967742,1532720,37309.63043478261,38803.52747252747,36719.74193548387,-21820.93442622951,-1914491
com.app.14509,2024-09-14,202409,1248446.0,616546.0,42146,27721,42146,13264.9375,46760,1,267.0,-1084,1254.0,32678.0,27721.0,14338.032258064515,1526314,37122.239130434784,38804.4065934066,36362.93548387097,-21841.32786885246,-1920977
com.app.14509,2024-09-15,202409,1076281.0,616585.0,42146,27721,42146,13236.5,46760,1,150.0,-1084,1254.0,32801.0,27721.0,14282.0,1517722,36876.13043478261,38808.956043956045,36084.77419354839,-22002.491803278688,-1929983
com.app.14509,2024-09-16,202409,1390572.0,616654.0,42146,27721,42146,13389.3125,46760,1,314.0,-1084,1254.0,42924.0,27721.0,14117.645161290322,1529173,36944.5,38840.08791208791,36341.096774193546,-21954.049180327867,-1961456
com.app.14509,2024-09-17,202409,1346420.0,616741.0,42146,27721,42146,13319.3125,46760,1,405.0,-1084,1254.0,43365.0,27721.0,14248.774193548386,1541122,37108.47826086957,38835.0989010989,36657.41935483871,-22084.688524590165,-1992872
com.app.14509,2024-09-18,202409,1360329.0,616832.0,42146,27721,42146,13903.6875,46760,1,337.0,-1084,1254.0,39535.0,27721.0,14356.83870967742,1538791,37474.608695652176,38806.56043956044,36846.77419354839,-21996.63934426229,-1992606
com.app.14509,2024-09-19,202409,1339363.0,616906.0,42146,27721,42146,14931.0,46760,1,298.0,-1084,1254.0,39636.0,27721.0,14536.064516129032,1537254,37602.52173913043,38728.35164835165,36833.6129032258,-22077.754098360656,-1987026
com.app.14509,2024-09-20,202409,1484674.0,617033.0,42146,27721,42146,13509.375,46760,1,483.0,-1084,1254.0,44387.0,27721.0,14325.064516129032,1511801,37673.260869565216,38821.18681318681,36886.967741935485,-22410.88524590164,-2020927
com.app.14509,2024-09-21,202409,1340250.0,617141.0,36349,27721,42146,13718.3125,46760,1,340.0,-1084,1254.0,36588.0,27721.0,14526.225806451614,1507846,37504.108695652176,38864.96703296703,36739.87096774193,-22612.19672131148,-2028866
com.app.14509,2024-09-22,202409,1107226.0,617200.0,36349,27721,42146,13956.75,46760,1,201.0,-1084,1254.0,35277.0,27721.0,14436.193548387097,1496162,37365.65217391304,38798.703296703294,37046.6129032258,-22601.688524590165,-2034520
