appId,date,dauReal,mauReal
com.app.62062,2024-01-03,32411.0,491739.0
com.app.34216,2024-01-03,1580.0,38234.0
com.app.26790,2024-01-03,12567.0,141260.0
com.app.18251,2024-01-03,57622.0,242307.0
com.app.99432,2024-01-03,1082420.0,2982568.0
com.app.23305,2024-01-03,5002592.0,29485494.0
com.app.30329,2024-01-03,832679.0,10432630.0
com.app.14509,2024-01-03,1299578.0,5873341.0
com.app.55057,2024-01-03,5377.0,101077.0
com.app.60633,2024-01-03,35499.0,437964.0
com.app.66274,2024-01-03,16212.0,76711.0
com.app.68335,2024-01-03,10241.0,68942.0
com.app.92210,2024-01-03,11109.0,107158.0
com.app.64353,2024-01-03,295158.0,721070.0
com.app.22262,2024-01-03,77913.0,615947.0
com.app.92275,2024-01-03,83886.0,750260.0
com.app.64667,2024-01-03,199673.0,1802565.0
com.app.78794,2024-01-03,6693644.0,21835867.0
com.app.65216,2024-01-03,14235.0,194646.0
com.app.85803,2024-01-03,6918.0,61372.0
com.app.78155,2024-01-03,29039.0,78602.0
com.app.14811,2024-01-03,24074.0,107974.0
com.app.85231,2024-01-03,17052.0,73002.0
com.app.78470,2024-01-03,60049.0,468427.0
com.app.48065,2024-01-03,688327.0,4161649.0
com.app.97988,2024-01-03,6549.0,60107.0
com.app.24343,2024-01-03,20693.0,203730.0
com.app.40009,2024-01-03,86781.0,298062.0
com.app.78762,2024-01-03,83794.0,182528.0
com.app.34656,2024-01-03,54443.0,542294.0
com.app.97976,2024-01-03,7071.0,87099.0
com.app.21397,2024-01-03,63950.0,515194.0
com.app.95194,2024-01-03,613791.0,4833073.0
com.app.60423,2024-01-03,71660.0,672301.0
com.app.81754,2024-01-03,9014.0,76906.0
com.app.96897,2024-01-01,24199.0,323985.0
com.app.96897,2024-01-02,39799.0,320982.0
com.app.96897,2024-01-03,39401.0,319396.0
com.app.34625,2024-01-03,28066.0,169190.0
com.app.19872,2024-01-03,46582.0,239948.0
com.app.21027,2024-01-03,47434.0,411602.0
com.app.64776,2024-01-03,3999.0,101628.0
com.app.24391,2024-01-01,4469.0,79117.0
com.app.24391,2024-01-02,4166.0,79246.0
com.app.24391,2024-01-03,4354.0,79363.0
com.app.44002,2024-01-03,18797.0,142645.0
com.app.87209,2024-01-03,4978.0,63591.0
com.app.72653,2024-01-03,18621.0,111412.0
com.app.27567,2024-01-03,7677.0,126597.0
com.app.90857,2024-01-03,6318.0,131999.0
com.app.50792,2024-01-03,8661.0,112958.0
com.app.79754,2024-01-03,12664.0,161101.0
com.app.91390,2024-01-03,41415.0,175422.0
com.app.55537,2024-01-03,15339.0,138718.0
com.app.31679,2024-01-03,279820.0,1347755.0
com.app.33540,2024-01-03,754145.0,3634208.0
com.app.77385,2024-01-03,455155.0,1934895.0
com.app.41189,2024-01-03,8014338.0,19035216.0
com.app.85381,2024-01-03,1676.0,24670.0
com.app.71740,2024-01-03,10644.0,34554.0
com.app.19772,2024-01-03,23916.0,891649.0
com.app.82896,2024-01-03,23916.0,186053.0
com.app.31153,2024-01-03,1830236.0,5870270.0
com.app.36648,2024-01-03,340859.0,683553.0
com.app.62109,2024-01-03,1585399.0,7022758.0
com.app.32607,2024-01-03,111138.0,531428.0
com.app.48189,2024-01-03,8776.0,43688.0
com.app.21603,2024-01-03,453853.0,6905502.0
com.app.88516,2024-01-04,1307.0,14948.0
com.app.80569,2024-01-04,13936.0,169715.0
com.app.59849,2024-01-04,36072.0,898063.0
com.app.93571,2024-01-04,2485270.0,12624064.0
com.app.96938,2024-01-04,14954.0,138294.0
com.app.36612,2024-01-04,23528.0,173051.0
com.app.72656,2024-01-04,79356.0,418125.0
com.app.82889,2024-01-04,1225.0,12975.0
com.app.86367,2024-01-04,104590.0,661221.0
com.app.58221,2024-01-04,106274.0,636764.0
com.app.36145,2024-01-04,224956.0,1923462.0
com.app.89034,2024-01-04,40684.0,369189.0
com.app.59245,2024-01-04,23289.0,181242.0
com.app.31454,2024-01-04,4966.0,50268.0
com.app.45088,2024-01-04,4114841.0,12198120.0
com.app.64851,2024-01-04,6290.0,79323.0
com.app.24438,2024-01-04,62500.0,564274.0
com.app.72306,2024-01-04,35988.0,250645.0
com.app.20657,2024-01-04,4682.0,28501.0
com.app.94251,2024-01-04,50511.0,199690.0
com.app.88484,2024-01-04,2504399.0,11527448.0
com.app.61743,2024-01-04,70065.0,493314.0
com.app.64140,2024-01-04,105370.0,739392.0
com.app.45949,2024-01-04,602078.0,3142191.0
com.app.55621,2024-01-04,10062.0,1640224.0
com.app.31404,2024-01-04,10062.0,41956.0
com.app.90842,2024-01-04,36797.0,162188.0
com.app.37148,2024-01-04,12303.0,52866.0
com.app.69241,2024-01-04,1288.0,5449.0
com.app.50679,2024-01-04,14946.0,146781.0
com.app.87411,2024-01-04,44976.0,453862.0
com.app.35851,2024-01-04,14985.0,181299.0
com.app.44541,2024-01-04,1649.0,36140.0
com.app.84714,2024-01-04,146649.0,979438.0
com.app.37873,2024-01-04,30949.0,271176.0
com.app.91525,2024-01-04,4804.0,63450.0
com.app.47938,2024-01-04,2186.0,34465.0
com.app.23207,2024-01-04,33785.0,322247.0
com.app.98198,2024-01-04,2833.0,23616.0
com.app.13655,2024-01-04,18978.0,76756.0
com.app.37541,2024-01-04,47158.0,431627.0
com.app.65327,2024-01-04,73104.0,591544.0
com.app.89044,2024-01-04,1663.0,9825.0
com.app.68015,2024-01-04,122489.0,1317850.0
com.app.81778,2024-01-04,1004.0,19850.0
com.app.18711,2024-01-04,87286.0,432816.0
com.app.15675,2024-01-04,124927.0,789871.0
com.app.36257,2024-01-04,596717.0,1976951.0
com.app.93131,2024-01-04,12660.0,33298.0
com.app.19821,2024-01-04,486476.0,5189127.0
com.app.88509,2024-01-04,3587584.0,24546960.0
com.app.64634,2024-01-04,1277.0,15209.0
com.app.60770,2024-01-04,15542.0,38695.0
com.app.64764,2024-01-04,17230.0,150529.0
com.app.74794,2024-01-04,224950.0,1736239.0
com.app.39929,2024-01-04,602600.0,2072941.0
com.app.37962,2024-01-04,151584.0,1431058.0
com.app.31097,2024-01-04,12833.0,171169.0
com.app.63770,2024-01-04,339063.0,1744240.0
com.app.80525,2024-01-04,14559.0,236895.0
com.app.95444,2024-01-04,3186.0,34415.0
com.app.87362,2024-01-04,211680.0,826494.0
com.app.97802,2024-01-04,5167.0,54371.0
com.app.95243,2024-01-04,133786.0,514000.0
com.app.55481,2024-01-04,24039.0,286936.0
com.app.17806,2024-01-04,406394.0,3479944.0
com.app.80610,2024-01-04,1132593.0,10168033.0
